image_path,filename,category,breed,class_idx,Chhattisgarhi,Gir,Jaffarabadi,Jersey cattle,Kankrej,marathwada,Red_Sindhi,Sahiwal,surti,toda
dataset/Buffalo/Chhattisgarhi/Visually_searched_image (2).jpg,Visually_searched_image (2).jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/Visually_searched_image.jpg,Visually_searched_image.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/Wild_Buffalo_ (1).jpg,Wild_Buffalo_ (1).jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/Wild_Buffalo_ (2).jpg,Wild_Buffalo_ (2).jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/Wild_water_buffalo_bubalus_bubalis_in_.jpg,Wild_water_buffalo_bubalus_bubalis_in_.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/Wildlife_Tour_Of_Chhattisgarh_.jpg,Wildlife_Tour_Of_Chhattisgarh_.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/Wildlife_Tour_Packages_India_Chhattisgarh.jpg,Wildlife_Tour_Packages_India_Chhattisgarh.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/_ (10).jpg,_ (10).jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/_ (2) (2).jpg,_ (2) (2).jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/_ (2).jpg,_ (2).jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/_ (21).jpg,_ (21).jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/_ (3).jpg,_ (3).jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/_ (4).jpg,_ (4).jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/_ (9).jpg,_ (9).jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/_.jpg,_.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/chhattisgarh_Wild_buffalo.jpg,chhattisgarh_Wild_buffalo.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_120x120_69.jpg,image_120x120_69.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_150x150_60.jpg,image_150x150_60.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_160x98_68.jpg,image_160x98_68.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_168x300_64.jpg,image_168x300_64.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_173x280_58.jpg,image_173x280_58.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_176x176_59.jpg,image_176x176_59.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_183x275_1.jpg,image_183x275_1.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_183x275_2.jpg,image_183x275_2.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_183x275_57.jpg,image_183x275_57.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_200x150_67.jpg,image_200x150_67.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_200x252_63.jpg,image_200x252_63.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_208x242_65.jpg,image_208x242_65.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_222x150_66.jpg,image_222x150_66.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_222x227_33.jpg,image_222x227_33.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_225x225_2.jpg,image_225x225_2.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_225x225_25.jpg,image_225x225_25.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_225x225_26.jpg,image_225x225_26.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_225x225_27.jpg,image_225x225_27.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_225x225_28.jpg,image_225x225_28.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_225x225_29.jpg,image_225x225_29.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_225x225_30.jpg,image_225x225_30.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_225x225_31.jpg,image_225x225_31.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_225x225_4.jpg,image_225x225_4.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_226x223_32.jpg,image_226x223_32.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_232x217_5.jpg,image_232x217_5.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_235x215_62.jpg,image_235x215_62.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_240x180_52.jpg,image_240x180_52.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_245x190_51.jpg,image_245x190_51.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_250x201_4.jpg,image_250x201_4.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_250x201_5.jpg,image_250x201_5.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_251x201_44.jpg,image_251x201_44.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_253x199_2.jpg,image_253x199_2.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_259x194_10.jpg,image_259x194_10.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_259x194_45.jpg,image_259x194_45.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_259x194_46.jpg,image_259x194_46.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_259x194_47.jpg,image_259x194_47.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_259x194_48.jpg,image_259x194_48.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_259x194_49.jpg,image_259x194_49.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_259x194_50.jpg,image_259x194_50.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_259x194_6.jpg,image_259x194_6.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_259x194_7.jpg,image_259x194_7.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_259x194_8.jpg,image_259x194_8.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_259x194_9.jpg,image_259x194_9.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_260x194_1.jpg,image_260x194_1.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_262x192_3.jpg,image_262x192_3.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_265x190_53.jpg,image_265x190_53.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_265x190_54.jpg,image_265x190_54.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_270x187_3.jpg,image_270x187_3.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_271x186_7.jpg,image_271x186_7.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_274x184_6.jpg,image_274x184_6.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_275x183_10.jpg,image_275x183_10.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_275x183_11.jpg,image_275x183_11.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_275x183_12.jpg,image_275x183_12.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_275x183_13.jpg,image_275x183_13.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_275x183_55.jpg,image_275x183_55.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_275x183_56.jpg,image_275x183_56.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_275x183_8.jpg,image_275x183_8.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_275x183_9.jpg,image_275x183_9.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_276x183_2.jpg,image_276x183_2.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_278x182_1.jpg,image_278x182_1.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_281x179_14.jpg,image_281x179_14.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_281x179_15.jpg,image_281x179_15.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_282x179_4.jpg,image_282x179_4.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_282x179_5.jpg,image_282x179_5.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_290x174_2.jpg,image_290x174_2.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_296x169_43.jpg,image_296x169_43.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_299x168_10.jpg,image_299x168_10.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_299x168_42.jpg,image_299x168_42.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_299x168_9.jpg,image_299x168_9.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_300x168_3.jpg,image_300x168_3.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_300x168_34.jpg,image_300x168_34.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_300x168_35.jpg,image_300x168_35.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_300x168_36.jpg,image_300x168_36.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_300x168_37.jpg,image_300x168_37.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_300x168_38.jpg,image_300x168_38.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_300x168_39.jpg,image_300x168_39.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_300x168_4.jpg,image_300x168_4.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_300x168_40.jpg,image_300x168_40.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_300x168_5.jpg,image_300x168_5.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_300x168_6.jpg,image_300x168_6.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_303x166_8.jpg,image_303x166_8.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_309x163_7.jpg,image_309x163_7.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_310x163_1.jpg,image_310x163_1.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_311x162_41.jpg,image_311x162_41.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_318x159_61.jpg,image_318x159_61.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_50x50_1 (2).jpg,image_50x50_1 (2).jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_50x50_1 (3).jpg,image_50x50_1 (3).jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_50x50_1 (4).jpg,image_50x50_1 (4).jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_50x50_1 (5).jpg,image_50x50_1 (5).jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_50x50_1 (6).jpg,image_50x50_1 (6).jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_50x50_1 (7).jpg,image_50x50_1 (7).jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/image_50x50_1.jpg,image_50x50_1.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/shivpuri_district_pohri_area_of_mp_.jpg,shivpuri_district_pohri_area_of_mp_.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Chhattisgarhi/wild_buffaloes_from_Assam.jpg,wild_buffaloes_from_Assam.jpg,Buffalo,Chhattisgarhi,0,1,0,0,0,0,0,0,0,0,0
dataset/Buffalo/Jaffarabadi/10_Most_Expensive_Buffalo_Breeds_in_the_.jpg,10_Most_Expensive_Buffalo_Breeds_in_the_.jpg,Buffalo,Jaffarabadi,2,0,0,1,0,0,0,0,0,0,0
dataset/Buffalo/Jaffarabadi/154_Buffalo_Leather_Stock_Videos.jpg,154_Buffalo_Leather_Stock_Videos.jpg,Buffalo,Jaffarabadi,2,0,0,1,0,0,0,0,0,0,0
dataset/Buffalo/Jaffarabadi/32_-_.jpg,32_-_.jpg,Buffalo,Jaffarabadi,2,0,0,1,0,0,0,0,0,0,0
dataset/Buffalo/Jaffarabadi/35_ (1).jpg,35_ (1).jpg,Buffalo,Jaffarabadi,2,0,0,1,0,0,0,0,0,0,0
dataset/Buffalo/Jaffarabadi/35_.jpg,35_.jpg,Buffalo,Jaffarabadi,2,0,0,1,0,0,0,0,0,0,0
dataset/Buffalo/Jaffarabadi/3_-Buffalo_Buy-Sell.jpg,3_-Buffalo_Buy-Sell.jpg,Buffalo,Jaffarabadi,2,0,0,1,0,0,0,0,0,0,0
dataset/Buffalo/Jaffarabadi/50_Jafarabadi_Buffalo_Dairy_Farming_by_.jpg,50_Jafarabadi_Buffalo_Dairy_Farming_by_.jpg,Buffalo,Jaffarabadi,2,0,0,1,0,0,0,0,0,0,0
dataset/Buffalo/Jaffarabadi/50_Kg_Milk_Jafarabadi_Bhains_.jpg,50_Kg_Milk_Jafarabadi_Bhains_.jpg,Buffalo,Jaffarabadi,2,0,0,1,0,0,0,0,0,0,0
dataset/Buffalo/Jaffarabadi/5_Jafarabadi_Royalty-Free_Images_Stock_ (1).jpg,5_Jafarabadi_Royalty-Free_Images_Stock_ (1).jpg,Buffalo,Jaffarabadi,2,0,0,1,0,0,0,0,0,0,0
dataset/Buffalo/Jaffarabadi/5_Jafarabadi_Royalty-Free_Images_Stock_ (2).jpg,5_Jafarabadi_Royalty-Free_Images_Stock_ (2).jpg,Buffalo,Jaffarabadi,2,0,0,1,0,0,0,0,0,0,0
dataset/Buffalo/Jaffarabadi/5_Jafarabadi_Royalty-Free_Images_Stock_ (3).jpg,5_Jafarabadi_Royalty-Free_Images_Stock_ (3).jpg,Buffalo,Jaffarabadi,2,0,0,1,0,0,0,0,0,0,0
dataset/Buffalo/Jaffarabadi/5_Jafarabadi_Royalty-Free_Images_Stock_.jpg,5_Jafarabadi_Royalty-Free_Images_Stock_.jpg,Buffalo,Jaffarabadi,2,0,0,1,0,0,0,0,0,0,0
dataset/Buffalo/Jaffarabadi/90000_-_Farmer_Bazaar.jpg,90000_-_Farmer_Bazaar.jpg,Buffalo,Jaffarabadi,2,0,0,1,0,0,0,0,0,0,0
dataset/Buffalo/Jaffarabadi/African_cape_buffalo_I_Jafarabadi_.jpg,African_cape_buffalo_I_Jafarabadi_.jpg,Buffalo,Jaffarabadi,2,0,0,1,0,0,0,0,0,0,0
dataset/Buffalo/Jaffarabadi/Agri_Farmer_Income_Own_Murrah_or_.jpg,Agri_Farmer_Income_Own_Murrah_or_.jpg,Buffalo,Jaffarabadi,2,0,0,1,0,0,0,0,0,0,0
dataset/Buffalo/Jaffarabadi/Animal_Nutrition_-_FoodFeedInfo_Dairy_.jpg,Animal_Nutrition_-_FoodFeedInfo_Dairy_.jpg,Buffalo,Jaffarabadi,2,0,0,1,0,0,0,0,0,0,0
dataset/Buffalo/Jaffarabadi/Argentina_Hunting_water_buffalo_-_Big_.jpg,Argentina_Hunting_water_buffalo_-_Big_.jpg,Buffalo,Jaffarabadi,2,0,0,1,0,0,0,0,0,0,0
dataset/Buffalo/Jaffarabadi/Asian_Water_Buffalo_Black_Buffalo_.jpg,Asian_Water_Buffalo_Black_Buffalo_.jpg,Buffalo,Jaffarabadi,2,0,0,1,0,0,0,0,0,0,0
dataset/Buffalo/Jaffarabadi/Baffle_Wakeing_On_Ground_Stock_Photo_.jpg,Baffle_Wakeing_On_Ground_Stock_Photo_.jpg,Buffalo,Jaffarabadi,2,0,0,1,0,0,0,0,0,0,0
dataset/Buffalo/Jaffarabadi/Best_Jafarabadi_bull_.jpg,Best_Jafarabadi_bull_.jpg,Buffalo,Jaffarabadi,2,0,0,1,0,0,0,0,0,0,0
dataset/Buffalo/Jaffarabadi/Bhadawari-buffalo-bull_epashupalan.jpg,Bhadawari-buffalo-bull_epashupalan.jpg,Buffalo,Jaffarabadi,2,0,0,1,0,0,0,0,0,0,0
dataset/Buffalo/Jaffarabadi/Big_Jafarabadi_Buffalo_Bull_2023_Sadeeq_.jpg,Big_Jafarabadi_Buffalo_Bull_2023_Sadeeq_.jpg,Buffalo,Jaffarabadi,2,0,0,1,0,0,0,0,0,0,0
